2024;2025;AGRUPAMENTO_NATUREZA2;NATUREZA2;AREA;DEPARTAMENTO;SECCIONAL;DP;REGIAO;MUNICIPIO;MES
1;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
40;22;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
7;2;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
1;;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
4;5;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
16;23;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
1;;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
3;3;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
1;;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 9;SEC Piracicaba;005 DP - Piracicaba;Piracicaba;Piracicaba;1
1;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 9;SEC Piracicaba;006 DP - Piracicaba;Piracicaba;Piracicaba;1
28;39;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;006 DP - Piracicaba;Piracicaba;Piracicaba;1
4;9;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;006 DP - Piracicaba;Piracicaba;Piracicaba;1
1;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 9;SEC Piracicaba;006 DP - Piracicaba;Piracicaba;Piracicaba;1
3;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Piracicaba;006 DP - Piracicaba;Piracicaba;Piracicaba;1
14;16;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Piracicaba;006 DP - Piracicaba;Piracicaba;Piracicaba;1
5;8;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;006 DP - Piracicaba;Piracicaba;Piracicaba;1
5;2;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;006 DP - Piracicaba;Piracicaba;Piracicaba;1
;1;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 9;SEC Piracicaba;007 DP - Piracicaba;Piracicaba;Piracicaba;1
22;37;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;007 DP - Piracicaba;Piracicaba;Piracicaba;1
5;3;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;007 DP - Piracicaba;Piracicaba;Piracicaba;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 9;SEC Piracicaba;007 DP - Piracicaba;Piracicaba;Piracicaba;1
1;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Piracicaba;007 DP - Piracicaba;Piracicaba;Piracicaba;1
10;12;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Piracicaba;007 DP - Piracicaba;Piracicaba;Piracicaba;1
3;6;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;007 DP - Piracicaba;Piracicaba;Piracicaba;1
;1;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;007 DP - Piracicaba;Piracicaba;Piracicaba;1
6;2;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;DM - Rafard;Piracicaba;Rafard;1
;2;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;DM - Rafard;Piracicaba;Rafard;1
;2;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Piracicaba;DM - Rafard;Piracicaba;Rafard;1
3;2;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Piracicaba;DM - Rafard;Piracicaba;Rafard;1
1;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras;1
14;8;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras;1
2;;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras;1
1;;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras;1
8;4;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras;1
4;11;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras;1
1;;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras;1
1;1;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras;1
1;;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras;1
;3;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;DM - Rio das Pedras;Piracicaba;Rio das Pedras;1
2;3;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;DM - Saltinho;Piracicaba;Saltinho;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 9;SEC Piracicaba;DM - Saltinho;Piracicaba;Saltinho;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Piracicaba;DM - Saltinho;Piracicaba;Saltinho;1
2;1;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Piracicaba;DM - Saltinho;Piracicaba;Saltinho;1
;1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Piracicaba;DM - Saltinho;Piracicaba;Saltinho;1
9;1;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;DM - Sta. Maria da Serra;Piracicaba;Santa Maria da Serra;1
;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;DM - Sta. Maria da Serra;Piracicaba;Santa Maria da Serra;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Piracicaba;DM - Sta. Maria da Serra;Piracicaba;Santa Maria da Serra;1
3;4;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Piracicaba;DM - Sta. Maria da Serra;Piracicaba;Santa Maria da Serra;1
;1;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;DM - Sta. Maria da Serra;Piracicaba;Santa Maria da Serra;1
;1;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Piracicaba;DM - Sta. Maria da Serra;Piracicaba;Santa Maria da Serra;1
;1;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 9;SEC Piracicaba;DM - São Pedro;Piracicaba;São Pedro;1
28;15;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Piracicaba;DM - São Pedro;Piracicaba;São Pedro;1
5;5;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Piracicaba;DM - São Pedro;Piracicaba;São Pedro;1
9;13;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Piracicaba;DM - São Pedro;Piracicaba;São Pedro;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 9;SEC Piracicaba;DM - São Pedro;Piracicaba;São Pedro;1
7;7;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Analândia;Piracicaba;Analândia;1
1;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Rio Claro;DM - Analândia;Piracicaba;Analândia;1
1;4;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Rio Claro;DM - Analândia;Piracicaba;Analândia;1
1;3;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 9;SEC Rio Claro;DM - Brotas;Piracicaba;Brotas;1
28;29;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Brotas;Piracicaba;Brotas;1
3;3;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;DM - Brotas;Piracicaba;Brotas;1
;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC Rio Claro;DM - Brotas;Piracicaba;Brotas;1
2;5;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Rio Claro;DM - Brotas;Piracicaba;Brotas;1
6;9;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Rio Claro;DM - Brotas;Piracicaba;Brotas;1
;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC Rio Claro;DM - Brotas;Piracicaba;Brotas;1
3;3;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Brotas;Piracicaba;Brotas;1
2;4;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Corumbataí;Piracicaba;Corumbataí;1
1;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;DM - Corumbataí;Piracicaba;Corumbataí;1
4;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Rio Claro;DM - Corumbataí;Piracicaba;Corumbataí;1
;1;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Corumbataí;Piracicaba;Corumbataí;1
1;1;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;DM - Corumbataí;Piracicaba;Corumbataí;1
4;3;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Ipeúna;Piracicaba;Ipeúna;1
1;;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;DM - Ipeúna;Piracicaba;Ipeúna;1
;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC Rio Claro;DM - Ipeúna;Piracicaba;Ipeúna;1
1;4;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Rio Claro;DM - Ipeúna;Piracicaba;Ipeúna;1
1;;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Rio Claro;DM - Ipeúna;Piracicaba;Ipeúna;1
;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC Rio Claro;DM - Ipeúna;Piracicaba;Ipeúna;1
;1;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;DM - Ipeúna;Piracicaba;Ipeúna;1
19;15;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Itirapina;Piracicaba;Itirapina;1
7;3;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Rio Claro;DM - Itirapina;Piracicaba;Itirapina;1
8;9;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Rio Claro;DM - Itirapina;Piracicaba;Itirapina;1
3;;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Itirapina;Piracicaba;Itirapina;1
1;;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Rio Claro;DM - Itirapina;Piracicaba;Itirapina;1
1;;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;DM - Itirapina;Piracicaba;Itirapina;1
;2;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 9;SEC Rio Claro;DM - Itirapina;Piracicaba;Itirapina;1
1;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
2;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
111;110;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
21;16;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
1;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
1;2;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
36;42;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
38;32;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
1;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
6;15;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
1;1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
6;3;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
;2;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 9;SEC Rio Claro;001 DP - Rio Claro;Piracicaba;Rio Claro;1
32;25;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;002 DP - Rio Claro;Piracicaba;Rio Claro;1
7;6;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;002 DP - Rio Claro;Piracicaba;Rio Claro;1
12;14;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Rio Claro;002 DP - Rio Claro;Piracicaba;Rio Claro;1
10;13;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Rio Claro;002 DP - Rio Claro;Piracicaba;Rio Claro;1
3;7;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;002 DP - Rio Claro;Piracicaba;Rio Claro;1
1;;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 9;SEC Rio Claro;002 DP - Rio Claro;Piracicaba;Rio Claro;1
3;1;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;002 DP - Rio Claro;Piracicaba;Rio Claro;1
1;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 9;SEC Rio Claro;002 DP - Rio Claro;Piracicaba;Rio Claro;1
41;27;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;003 DP - Rio Claro;Piracicaba;Rio Claro;1
9;6;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;003 DP - Rio Claro;Piracicaba;Rio Claro;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 9;SEC Rio Claro;003 DP - Rio Claro;Piracicaba;Rio Claro;1
13;20;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Rio Claro;003 DP - Rio Claro;Piracicaba;Rio Claro;1
15;12;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Rio Claro;003 DP - Rio Claro;Piracicaba;Rio Claro;1
7;3;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;003 DP - Rio Claro;Piracicaba;Rio Claro;1
1;3;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;003 DP - Rio Claro;Piracicaba;Rio Claro;1
;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 9;SEC Rio Claro;003 DP - Rio Claro;Piracicaba;Rio Claro;1
9;7;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Sta. Gertrudes;Piracicaba;Santa Gertrudes;1
4;6;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;DM - Sta. Gertrudes;Piracicaba;Santa Gertrudes;1
4;3;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC Rio Claro;DM - Sta. Gertrudes;Piracicaba;Santa Gertrudes;1
5;8;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Rio Claro;DM - Sta. Gertrudes;Piracicaba;Santa Gertrudes;1
3;3;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Sta. Gertrudes;Piracicaba;Santa Gertrudes;1
1;4;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;DM - Sta. Gertrudes;Piracicaba;Santa Gertrudes;1
8;4;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC Rio Claro;DM - Torrinha;Piracicaba;Torrinha;1
;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC Rio Claro;DM - Torrinha;Piracicaba;Torrinha;1
2;7;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC Rio Claro;DM - Torrinha;Piracicaba;Torrinha;1
;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 9;SEC São João Boa Vista;DM - Aguaí;Piracicaba;Aguaí;1
36;57;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC São João Boa Vista;DM - Aguaí;Piracicaba;Aguaí;1
;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC São João Boa Vista;DM - Aguaí;Piracicaba;Aguaí;1
6;5;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC São João Boa Vista;DM - Aguaí;Piracicaba;Aguaí;1
9;6;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC São João Boa Vista;DM - Aguaí;Piracicaba;Aguaí;1
2;1;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC São João Boa Vista;DM - Aguaí;Piracicaba;Aguaí;1
2;;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC São João Boa Vista;DM - Aguaí;Piracicaba;Aguaí;1
3;1;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC São João Boa Vista;DM - Águas da Prata;Piracicaba;Águas da Prata;1
;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC São João Boa Vista;DM - Águas da Prata;Piracicaba;Águas da Prata;1
3;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC São João Boa Vista;DM - Águas da Prata;Piracicaba;Águas da Prata;1
5;1;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC São João Boa Vista;DM - Águas da Prata;Piracicaba;Águas da Prata;1
;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 9;SEC São João Boa Vista;DM - Águas da Prata;Piracicaba;Águas da Prata;1
;2;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 9;SEC São João Boa Vista;DM - Águas da Prata;Piracicaba;Águas da Prata;1
8;4;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC São João Boa Vista;DM - Divinolândia;Piracicaba;Divinolândia;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 9;SEC São João Boa Vista;DM - Divinolândia;Piracicaba;Divinolândia;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC São João Boa Vista;DM - Divinolândia;Piracicaba;Divinolândia;1
3;6;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC São João Boa Vista;DM - Divinolândia;Piracicaba;Divinolândia;1
9;3;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC São João Boa Vista;001 DP - Espírito Sto. do Pinhal;Piracicaba;Espírito Santo do Pinhal;1
1;;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC São João Boa Vista;001 DP - Espírito Sto. do Pinhal;Piracicaba;Espírito Santo do Pinhal;1
4;2;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC São João Boa Vista;001 DP - Espírito Sto. do Pinhal;Piracicaba;Espírito Santo do Pinhal;1
10;2;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC São João Boa Vista;001 DP - Espírito Sto. do Pinhal;Piracicaba;Espírito Santo do Pinhal;1
;1;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC São João Boa Vista;001 DP - Espírito Sto. do Pinhal;Piracicaba;Espírito Santo do Pinhal;1
8;23;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC São João Boa Vista;DM - Espírito Sto. do Pinhal;Piracicaba;Espírito Santo do Pinhal;1
3;2;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 9;SEC São João Boa Vista;DM - Espírito Sto. do Pinhal;Piracicaba;Espírito Santo do Pinhal;1
6;13;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 9;SEC São João Boa Vista;DM - Espírito Sto. do Pinhal;Piracicaba;Espírito Santo do Pinhal;1
7;10;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 9;SEC São João Boa Vista;DM - Espírito Sto. do Pinhal;Piracicaba;Espírito Santo do Pinhal;1
1;3;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 9;SEC São João Boa Vista;DM - Espírito Sto. do Pinhal;Piracicaba;Espírito Santo do Pinhal;1
1;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 9;SEC São João Boa Vista;DM - Sto. Antonio do Jardim;Piracicaba;Santo Antonio do Jardim;1
1;2;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 9;SEC São João Boa Vista;DM - Sto. Antonio do Jardim;Piracicaba;Santo Antonio do Jardim;1
